2023-11-25 21:57:13,354 logger       DEBUG    Triangle<A:Coordinate<x:20.9095156136808, y:410.241584925467, z:0.0>, B:Coordinate<x:40.3180931515552, y:410.199849093171, z:-13.1001425794933>, C:Coordinate<x:19.8861310769664, y:410.241584925467, z:-6.46139566877567>> => Triangle<A:Coordinate<x:312, y:259, z:0.0>, B:Coordinate<x:313, y:255, z:0.0>, C:Coordinate<x:309, y:257, z:0.0>>
2023-11-25 21:57:13,379 logger       DEBUG    Triangle<A:Coordinate<x:6.73533494602307e-16, y:241.0, z:-11.0>, B:Coordinate<x:8.9042590948267e-16, y:239.215261138186, z:-14.5422389276909>, C:Coordinate<x:-4.4937989649174, y:239.215261138186, z:-13.8304910937015>> => Triangle<A:Coordinate<x:247, y:219, z:0.0>, B:Coordinate<x:245, y:217, z:0.0>, C:Coordinate<x:243, y:217, z:0.0>>
2023-11-25 21:57:13,379 logger       DEBUG    Triangle<A:Coordinate<x:8.9042590948267e-16, y:239.215261138186, z:-14.5422389276909>, B:Coordinate<x:-7.18758946289015, y:236.86881487519, z:-22.1211257619113>, C:Coordinate<x:-4.4937989649174, y:239.215261138186, z:-13.8304910937015>> => Triangle<A:Coordinate<x:245, y:217, z:0.0>, B:Coordinate<x:237, y:214, z:0.0>, C:Coordinate<x:243, y:217, z:0.0>>
2023-11-25 21:57:13,379 logger       DEBUG    Triangle<A:Coordinate<x:8.9042590948267e-16, y:239.215261138186, z:-14.5422389276909>, B:Coordinate<x:1.42418829468035e-15, y:236.86881487519, z:-23.2595280962737>, C:Coordinate<x:-7.18758946289015, y:236.86881487519, z:-22.1211257619113>> => Triangle<A:Coordinate<x:245, y:217, z:0.0>, B:Coordinate<x:240, y:214, z:0.0>, C:Coordinate<x:237, y:214, z:0.0>>
2023-11-25 21:57:13,379 logger       DEBUG    Triangle<A:Coordinate<x:1.42418829468035e-15, y:236.86881487519, z:-23.2595280962737>, B:Coordinate<x:-10.9100606187786, y:233.714738043102, z:-33.5777139559991>, C:Coordinate<x:-7.18758946289015, y:236.86881487519, z:-22.1211257619113>> => Triangle<A:Coordinate<x:240, y:214, z:0.0>, B:Coordinate<x:229, y:209, z:0.0>, C:Coordinate<x:237, y:214, z:0.0>>
2023-11-25 21:57:13,379 logger       DEBUG    Triangle<A:Coordinate<x:1.42418829468035e-15, y:236.86881487519, z:-23.2595280962737>, B:Coordinate<x:2.16177909266255e-15, y:233.714738043102, z:-35.3056978010111>, C:Coordinate<x:-10.9100606187786, y:233.714738043102, z:-33.5777139559991>> => Triangle<A:Coordinate<x:240, y:214, z:0.0>, B:Coordinate<x:233, y:209, z:0.0>, C:Coordinate<x:229, y:209, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:2.16177909266255e-15, y:233.714738043102, z:-35.3056978010111>, B:Coordinate<x:-15.0907146193188, y:229.507107474009, z:-46.4444439480875>, C:Coordinate<x:-10.9100606187786, y:233.714738043102, z:-33.5777139559991>> => Triangle<A:Coordinate<x:233, y:209, z:0.0>, B:Coordinate<x:220, y:204, z:0.0>, C:Coordinate<x:229, y:209, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:2.16177909266255e-15, y:233.714738043102, z:-35.3056978010111>, B:Coordinate<x:2.99015674589648e-15, y:229.507107474009, z:-48.8345783371656>, C:Coordinate<x:-15.0907146193188, y:229.507107474009, z:-46.4444439480875>> => Triangle<A:Coordinate<x:233, y:209, z:0.0>, B:Coordinate<x:225, y:203, z:0.0>, C:Coordinate<x:220, y:204, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:2.99015674589648e-15, y:229.507107474009, z:-48.8345783371656>, B:Coordinate<x:-19.1590536512467, y:224.0, z:-58.9655040102995>, C:Coordinate<x:-15.0907146193188, y:229.507107474009, z:-46.4444439480875>> => Triangle<A:Coordinate<x:225, y:203, z:0.0>, B:Coordinate<x:210, y:198, z:0.0>, C:Coordinate<x:220, y:204, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:2.99015674589648e-15, y:229.507107474009, z:-48.8345783371656>, B:Coordinate<x:3.79627969684937e-15, y:224.0, z:-62.0>, C:Coordinate<x:-19.1590536512467, y:224.0, z:-58.9655040102995>> => Triangle<A:Coordinate<x:225, y:203, z:0.0>, B:Coordinate<x:217, y:197, z:0.0>, C:Coordinate<x:210, y:198, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:3.79627969684937e-15, y:224.0, z:-62.0>, B:Coordinate<x:-22.9893758424179, y:216.461466842466, z:-70.7540235601442>, C:Coordinate<x:-19.1590536512467, y:224.0, z:-58.9655040102995>> => Triangle<A:Coordinate<x:217, y:197, z:0.0>, B:Coordinate<x:201, y:192, z:0.0>, C:Coordinate<x:210, y:198, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:3.79627969684937e-15, y:224.0, z:-62.0>, B:Coordinate<x:4.55524068894349e-15, y:216.461466842466, z:-74.3951829863559>, C:Coordinate<x:-22.9893758424179, y:216.461466842466, z:-70.7540235601442>> => Triangle<A:Coordinate<x:217, y:197, z:0.0>, B:Coordinate<x:208, y:191, z:0.0>, C:Coordinate<x:201, y:192, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:4.55524068894349e-15, y:216.461466842466, z:-74.3951829863559>, B:Coordinate<x:-26.7063568412197, y:206.710984906324, z:-82.1937147881497>, C:Coordinate<x:-22.9893758424179, y:216.461466842466, z:-70.7540235601442>> => Triangle<A:Coordinate<x:208, y:191, z:0.0>, B:Coordinate<x:190, y:186, z:0.0>, C:Coordinate<x:201, y:192, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:4.55524068894349e-15, y:216.461466842466, z:-74.3951829863559>, B:Coordinate<x:5.29174363716756e-15, y:206.710984906324, z:-86.4235861695536>, C:Coordinate<x:-26.7063568412197, y:206.710984906324, z:-82.1937147881497>> => Triangle<A:Coordinate<x:208, y:191, z:0.0>, B:Coordinate<x:199, y:185, z:0.0>, C:Coordinate<x:190, y:186, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:5.29174363716756e-15, y:206.710984906324, z:-86.4235861695536>, B:Coordinate<x:-30.1150651151857, y:195.329769548949, z:-92.6846401259677>, C:Coordinate<x:-26.7063568412197, y:206.710984906324, z:-82.1937147881497>> => Triangle<A:Coordinate<x:199, y:185, z:0.0>, B:Coordinate<x:180, y:180, z:0.0>, C:Coordinate<x:190, y:186, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:5.29174363716756e-15, y:206.710984906324, z:-86.4235861695536>, B:Coordinate<x:5.96716374133837e-15, y:195.329769548949, z:-97.4543978595733>, C:Coordinate<x:-30.1150651151857, y:195.329769548949, z:-92.6846401259677>> => Triangle<A:Coordinate<x:199, y:185, z:0.0>, B:Coordinate<x:190, y:178, z:0.0>, C:Coordinate<x:180, y:180, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:5.96716374133837e-15, y:195.329769548949, z:-97.4543978595733>, B:Coordinate<x:-33.0205691318492, y:182.899036127716, z:-101.62686200525>, C:Coordinate<x:-30.1150651151857, y:195.329769548949, z:-92.6846401259677>> => Triangle<A:Coordinate<x:190, y:178, z:0.0>, B:Coordinate<x:170, y:174, z:0.0>, C:Coordinate<x:180, y:180, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:5.96716374133837e-15, y:195.329769548949, z:-97.4543978595733>, B:Coordinate<x:6.54287620127276e-15, y:182.899036127716, z:-106.856806366395>, C:Coordinate<x:-33.0205691318492, y:182.899036127716, z:-101.62686200525>> => Triangle<A:Coordinate<x:190, y:178, z:0.0>, B:Coordinate<x:181, y:172, z:0.0>, C:Coordinate<x:170, y:174, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:6.54287620127276e-15, y:182.899036127716, z:-106.856806366395>, B:Coordinate<x:-35.227937358744, y:170.0, z:-108.420442857648>, C:Coordinate<x:-33.0205691318492, y:182.899036127716, z:-101.62686200525>> => Triangle<A:Coordinate<x:181, y:172, z:0.0>, B:Coordinate<x:161, y:168, z:0.0>, C:Coordinate<x:170, y:174, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:6.54287620127276e-15, y:182.899036127716, z:-106.856806366395>, B:Coordinate<x:6.98025621678755e-15, y:170.0, z:-114.0>, C:Coordinate<x:-35.227937358744, y:170.0, z:-108.420442857648>> => Triangle<A:Coordinate<x:181, y:172, z:0.0>, B:Coordinate<x:173, y:166, z:0.0>, C:Coordinate<x:161, y:168, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:6.98025621678755e-15, y:170.0, z:-114.0>, B:Coordinate<x:-36.7654321420123, y:156.156138070717, z:-113.152365240605>, C:Coordinate<x:-35.227937358744, y:170.0, z:-108.420442857648>> => Triangle<A:Coordinate<x:173, y:166, z:0.0>, B:Coordinate<x:153, y:163, z:0.0>, C:Coordinate<x:161, y:168, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:6.98025621678755e-15, y:170.0, z:-114.0>, B:Coordinate<x:7.2849038437518e-15, y:156.156138070717, z:-118.975437633707>, C:Coordinate<x:-36.7654321420123, y:156.156138070717, z:-113.152365240605>> => Triangle<A:Coordinate<x:173, y:166, z:0.0>, B:Coordinate<x:165, y:161, z:0.0>, C:Coordinate<x:153, y:163, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:7.2849038437518e-15, y:156.156138070717, z:-118.975437633707>, B:Coordinate<x:-37.8367620804229, y:141.83575304635, z:-116.449579754935>, C:Coordinate<x:-36.7654321420123, y:156.156138070717, z:-113.152365240605>> => Triangle<A:Coordinate<x:165, y:161, z:0.0>, B:Coordinate<x:145, y:158, z:0.0>, C:Coordinate<x:153, y:163, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:7.2849038437518e-15, y:156.156138070717, z:-118.975437633707>, B:Coordinate<x:7.49718301827933e-15, y:141.83575304635, z:-122.442334140735>, C:Coordinate<x:-37.8367620804229, y:141.83575304635, z:-116.449579754935>> => Triangle<A:Coordinate<x:165, y:161, z:0.0>, B:Coordinate<x:158, y:156, z:0.0>, C:Coordinate<x:145, y:158, z:0.0>>
2023-11-25 21:57:13,380 logger       DEBUG    Triangle<A:Coordinate<x:7.49718301827933e-15, y:141.83575304635, z:-122.442334140735>, B:Coordinate<x:-38.5101650204494, y:129.037298986625, z:-118.522100897339>, C:Coordinate<x:-37.8367620804229, y:141.83575304635, z:-116.449579754935>> => Triangle<A:Coordinate<x:158, y:156, z:0.0>, B:Coordinate<x:138, y:153, z:0.0>, C:Coordinate<x:145, y:158, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.49718301827933e-15, y:141.83575304635, z:-122.442334140735>, B:Coordinate<x:7.63061476055408e-15, y:129.037298986625, z:-124.621511830909>, C:Coordinate<x:-38.5101650204494, y:129.037298986625, z:-118.522100897339>> => Triangle<A:Coordinate<x:158, y:156, z:0.0>, B:Coordinate<x:152, y:151, z:0.0>, C:Coordinate<x:138, y:153, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.63061476055408e-15, y:129.037298986625, z:-124.621511830909>, B:Coordinate<x:-38.8538788085651, y:119.759229951267, z:-119.579943164523>, C:Coordinate<x:-38.5101650204494, y:129.037298986625, z:-118.522100897339>> => Triangle<A:Coordinate<x:152, y:151, z:0.0>, B:Coordinate<x:133, y:150, z:0.0>, C:Coordinate<x:138, y:153, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.63061476055408e-15, y:129.037298986625, z:-124.621511830909>, B:Coordinate<x:7.69872009075998e-15, y:119.759229951267, z:-125.733793014055>, C:Coordinate<x:-38.8538788085651, y:119.759229951267, z:-119.579943164523>> => Triangle<A:Coordinate<x:152, y:151, z:0.0>, B:Coordinate<x:147, y:148, z:0.0>, C:Coordinate<x:133, y:150, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.69872009075998e-15, y:119.759229951267, z:-125.733793014055>, B:Coordinate<x:-38.9361412912434, y:116.0, z:-119.833121053189>, C:Coordinate<x:-38.8538788085651, y:119.759229951267, z:-119.579943164523>> => Triangle<A:Coordinate<x:147, y:148, z:0.0>, B:Coordinate<x:132, y:149, z:0.0>, C:Coordinate<x:133, y:150, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.69872009075998e-15, y:119.759229951267, z:-125.733793014055>, B:Coordinate<x:7.71502002908098e-15, y:116.0, z:-126.0>, C:Coordinate<x:-38.9361412912434, y:116.0, z:-119.833121053189>> => Triangle<A:Coordinate<x:147, y:148, z:0.0>, B:Coordinate<x:146, y:147, z:0.0>, C:Coordinate<x:132, y:149, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.71502002908098e-15, y:116.0, z:-126.0>, B:Coordinate<x:-38.6037082460129, y:116.041332115954, z:-118.809997342671>, C:Coordinate<x:-38.9361412912434, y:116.0, z:-119.833121053189>> => Triangle<A:Coordinate<x:146, y:147, z:0.0>, B:Coordinate<x:132, y:149, z:0.0>, C:Coordinate<x:132, y:149, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.71502002908098e-15, y:116.0, z:-126.0>, B:Coordinate<x:7.64914992697977e-15, y:116.041332115954, z:-124.924224067667>, C:Coordinate<x:-38.6037082460129, y:116.041332115954, z:-118.809997342671>> => Triangle<A:Coordinate<x:146, y:147, z:0.0>, B:Coordinate<x:146, y:147, z:0.0>, C:Coordinate<x:132, y:149, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.64914992697977e-15, y:116.041332115954, z:-124.924224067667>, B:Coordinate<x:-37.8460960232612, y:116.644387215037, z:-116.478306677145>, C:Coordinate<x:-38.6037082460129, y:116.041332115954, z:-118.809997342671>> => Triangle<A:Coordinate<x:146, y:147, z:0.0>, B:Coordinate<x:134, y:150, z:0.0>, C:Coordinate<x:132, y:149, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.64914992697977e-15, y:116.041332115954, z:-124.924224067667>, B:Coordinate<x:7.49903249677309e-15, y:116.644387215037, z:-122.472539414258>, C:Coordinate<x:-37.8460960232612, y:116.644387215037, z:-116.478306677145>> => Triangle<A:Coordinate<x:146, y:147, z:0.0>, B:Coordinate<x:148, y:148, z:0.0>, C:Coordinate<x:134, y:150, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.49903249677309e-15, y:116.644387215037, z:-122.472539414258>, B:Coordinate<x:-36.9456833287498, y:117.526776256143, z:-113.707121350584>, C:Coordinate<x:-37.8460960232612, y:116.644387215037, z:-116.478306677145>> => Triangle<A:Coordinate<x:148, y:148, z:0.0>, B:Coordinate<x:136, y:151, z:0.0>, C:Coordinate<x:134, y:150, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.49903249677309e-15, y:116.644387215037, z:-122.472539414258>, B:Coordinate<x:7.32061979992588e-15, y:117.526776256143, z:-119.558742727015>, C:Coordinate<x:-36.9456833287498, y:117.526776256143, z:-113.707121350584>> => Triangle<A:Coordinate<x:148, y:148, z:0.0>, B:Coordinate<x:149, y:149, z:0.0>, C:Coordinate<x:136, y:151, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.32061979992588e-15, y:117.526776256143, z:-119.558742727015>, B:Coordinate<x:-36.1848488682402, y:118.406110198166, z:-111.365513656957>, C:Coordinate<x:-36.9456833287498, y:117.526776256143, z:-113.707121350584>> => Triangle<A:Coordinate<x:149, y:149, z:0.0>, B:Coordinate<x:137, y:152, z:0.0>, C:Coordinate<x:136, y:151, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.32061979992588e-15, y:117.526776256143, z:-119.558742727015>, B:Coordinate<x:7.16986389790313e-15, y:118.406110198166, z:-117.096630693182>, C:Coordinate<x:-36.1848488682402, y:118.406110198166, z:-111.365513656957>> => Triangle<A:Coordinate<x:149, y:149, z:0.0>, B:Coordinate<x:151, y:150, z:0.0>, C:Coordinate<x:137, y:152, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.16986389790313e-15, y:118.406110198166, z:-117.096630693182>, B:Coordinate<x:-35.8459713474939, y:119.0, z:-110.322555890238>, C:Coordinate<x:-36.1848488682402, y:118.406110198166, z:-111.365513656957>> => Triangle<A:Coordinate<x:151, y:150, z:0.0>, B:Coordinate<x:138, y:153, z:0.0>, C:Coordinate<x:137, y:152, z:0.0>>
2023-11-25 21:57:13,381 logger       DEBUG    Triangle<A:Coordinate<x:7.16986389790313e-15, y:118.406110198166, z:-117.096630693182>, B:Coordinate<x:7.10271685216979e-15, y:119.0, z:-116.0>, C:Coordinate<x:-35.8459713474939, y:119.0, z:-110.322555890238>> => Triangle<A:Coordinate<x:151, y:150, z:0.0>, B:Coordinate<x:151, y:151, z:0.0>, C:Coordinate<x:138, y:153, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.10271685216979e-15, y:119.0, z:-116.0>, B:Coordinate<x:-35.8003798182814, y:122.35592766776, z:-110.182239591346>, C:Coordinate<x:-35.8459713474939, y:119.0, z:-110.322555890238>> => Triangle<A:Coordinate<x:151, y:151, z:0.0>, B:Coordinate<x:140, y:154, z:0.0>, C:Coordinate<x:138, y:153, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.10271685216979e-15, y:119.0, z:-116.0>, B:Coordinate<x:7.09368309717081e-15, y:122.35592766776, z:-115.85246271227>, C:Coordinate<x:-35.8003798182814, y:122.35592766776, z:-110.182239591346>> => Triangle<A:Coordinate<x:151, y:151, z:0.0>, B:Coordinate<x:153, y:152, z:0.0>, C:Coordinate<x:140, y:154, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.09368309717081e-15, y:122.35592766776, z:-115.85246271227>, B:Coordinate<x:-35.6261173408394, y:130.559337341636, z:-109.645914833375>, C:Coordinate<x:-35.8003798182814, y:122.35592766776, z:-110.182239591346>> => Triangle<A:Coordinate<x:153, y:152, z:0.0>, B:Coordinate<x:144, y:156, z:0.0>, C:Coordinate<x:140, y:154, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.09368309717081e-15, y:122.35592766776, z:-115.85246271227>, B:Coordinate<x:7.05915377661679e-15, y:130.559337341636, z:-115.28853748934>, C:Coordinate<x:-35.6261173408394, y:130.559337341636, z:-109.645914833375>> => Triangle<A:Coordinate<x:153, y:152, z:0.0>, B:Coordinate<x:157, y:155, z:0.0>, C:Coordinate<x:144, y:156, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.05915377661679e-15, y:130.559337341636, z:-115.28853748934>, B:Coordinate<x:-35.1656336336287, y:141.884783181632, z:-108.228691708556>, C:Coordinate<x:-35.6261173408394, y:130.559337341636, z:-109.645914833375>> => Triangle<A:Coordinate<x:157, y:155, z:0.0>, B:Coordinate<x:149, y:160, z:0.0>, C:Coordinate<x:144, y:156, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:7.05915377661679e-15, y:130.559337341636, z:-115.28853748934>, B:Coordinate<x:6.96791101587113e-15, y:141.884783181632, z:-113.798380910276>, C:Coordinate<x:-35.1656336336287, y:141.884783181632, z:-108.228691708556>> => Triangle<A:Coordinate<x:157, y:155, z:0.0>, B:Coordinate<x:162, y:158, z:0.0>, C:Coordinate<x:149, y:160, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.96791101587113e-15, y:141.884783181632, z:-113.798380910276>, B:Coordinate<x:-34.2613784151101, y:154.606819347752, z:-105.445680309116>, C:Coordinate<x:-35.1656336336287, y:141.884783181632, z:-108.228691708556>> => Triangle<A:Coordinate<x:162, y:158, z:0.0>, B:Coordinate<x:156, y:165, z:0.0>, C:Coordinate<x:149, y:160, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.96791101587113e-15, y:141.884783181632, z:-113.798380910276>, B:Coordinate<x:6.78873694029726e-15, y:154.606819347752, z:-110.87214955414>, C:Coordinate<x:-34.2613784151101, y:154.606819347752, z:-105.445680309116>> => Triangle<A:Coordinate<x:162, y:158, z:0.0>, B:Coordinate<x:168, y:163, z:0.0>, C:Coordinate<x:156, y:165, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.78873694029726e-15, y:154.606819347752, z:-110.87214955414>, B:Coordinate<x:-32.7558014037444, y:167.0, z:-100.811990727286>, C:Coordinate<x:-34.2613784151101, y:154.606819347752, z:-105.445680309116>> => Triangle<A:Coordinate<x:168, y:163, z:0.0>, B:Coordinate<x:164, y:170, z:0.0>, C:Coordinate<x:156, y:165, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.78873694029726e-15, y:154.606819347752, z:-110.87214955414>, B:Coordinate<x:6.4904136752586e-15, y:167.0, z:-106.0>, C:Coordinate<x:-32.7558014037444, y:167.0, z:-100.811990727286>> => Triangle<A:Coordinate<x:168, y:163, z:0.0>, B:Coordinate<x:175, y:168, z:0.0>, C:Coordinate<x:164, y:170, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.4904136752586e-15, y:167.0, z:-106.0>, B:Coordinate<x:-30.3930687852505, y:178.690027911712, z:-93.5402474446007>, C:Coordinate<x:-32.7558014037444, y:167.0, z:-100.811990727286>> => Triangle<A:Coordinate<x:175, y:168, z:0.0>, B:Coordinate<x:173, y:175, z:0.0>, C:Coordinate<x:164, y:170, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.4904136752586e-15, y:167.0, z:-106.0>, B:Coordinate<x:6.0222489092975e-15, y:178.690027911712, z:-98.3540366338977>, C:Coordinate<x:-30.3930687852505, y:178.690027911712, z:-93.5402474446007>> => Triangle<A:Coordinate<x:175, y:168, z:0.0>, B:Coordinate<x:183, y:174, z:0.0>, C:Coordinate<x:173, y:175, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.0222489092975e-15, y:178.690027911712, z:-98.3540366338977>, B:Coordinate<x:-27.2677144817006, y:190.045758596761, z:-83.9213959567253>, C:Coordinate<x:-30.3930687852505, y:178.690027911712, z:-93.5402474446007>> => Triangle<A:Coordinate<x:183, y:174, z:0.0>, B:Coordinate<x:183, y:181, z:0.0>, C:Coordinate<x:173, y:175, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:6.0222489092975e-15, y:178.690027911712, z:-98.3540366338977>, B:Coordinate<x:5.40297411086531e-15, y:190.045758596761, z:-88.2401776538387>, C:Coordinate<x:-27.2677144817006, y:190.045758596761, z:-83.9213959567253>> => Triangle<A:Coordinate<x:183, y:174, z:0.0>, B:Coordinate<x:192, y:180, z:0.0>, C:Coordinate<x:183, y:181, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:5.40297411086531e-15, y:190.045758596761, z:-88.2401776538387>, B:Coordinate<x:-23.7477398160854, y:200.456475325953, z:-73.0880278770875>, C:Coordinate<x:-27.2677144817006, y:190.045758596761, z:-83.9213959567253>> => Triangle<A:Coordinate<x:192, y:180, z:0.0>, B:Coordinate<x:193, y:188, z:0.0>, C:Coordinate<x:183, y:181, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:5.40297411086531e-15, y:190.045758596761, z:-88.2401776538387>, B:Coordinate<x:4.70550707518897e-15, y:200.456475325953, z:-76.8493003568309>, C:Coordinate<x:-23.7477398160854, y:200.456475325953, z:-73.0880278770875>> => Triangle<A:Coordinate<x:192, y:180, z:0.0>, B:Coordinate<x:201, y:186, z:0.0>, C:Coordinate<x:193, y:188, z:0.0>>
2023-11-25 21:57:13,382 logger       DEBUG    Triangle<A:Coordinate<x:4.70550707518897e-15, y:200.456475325953, z:-76.8493003568309>, B:Coordinate<x:-20.2011461113957, y:209.311461370097, z:-62.1727348191144>, C:Coordinate<x:-23.7477398160854, y:200.456475325953, z:-73.0880278770875>> => Triangle<A:Coordinate<x:201, y:186, z:0.0>, B:Coordinate<x:203, y:193, z:0.0>, C:Coordinate<x:193, y:188, z:0.0>>
2023-11-25 21:57:13,383 logger       DEBUG    Triangle<A:Coordinate<x:4.70550707518897e-15, y:200.456475325953, z:-76.8493003568309>, B:Coordinate<x:4.0027655974954e-15, y:209.311461370097, z:-65.372282039882>, C:Coordinate<x:-20.2011461113957, y:209.311461370097, z:-62.1727348191144>> => Triangle<A:Coordinate<x:201, y:186, z:0.0>, B:Coordinate<x:210, y:192, z:0.0>, C:Coordinate<x:203, y:193, z:0.0>>
2023-11-25 21:57:13,383 logger       DEBUG    Triangle<A:Coordinate<x:4.0027655974954e-15, y:209.311461370097, z:-65.372282039882>, B:Coordinate<x:-16.9959346906221, y:216.0, z:-52.3081083962335>, C:Coordinate<x:-20.2011461113957, y:209.311461370097, z:-62.1727348191144>> => Triangle<A:Coordinate<x:210, y:192, z:0.0>, B:Coordinate<x:211, y:198, z:0.0>, C:Coordinate<x:203, y:193, z:0.0>>
2023-11-25 21:57:13,383 logger       DEBUG    Triangle<A:Coordinate<x:4.0027655974954e-15, y:209.311461370097, z:-65.372282039882>, B:Coordinate<x:3.36766747301154e-15, y:216.0, z:-55.0>, C:Coordinate<x:-16.9959346906221, y:216.0, z:-52.3081083962335>> => Triangle<A:Coordinate<x:210, y:192, z:0.0>, B:Coordinate<x:217, y:198, z:0.0>, C:Coordinate<x:211, y:198, z:0.0>>
2023-11-25 21:57:13,383 logger       DEBUG    Triangle<A:Coordinate<x:3.36766747301154e-15, y:216.0, z:-55.0>, B:Coordinate<x:-14.1574196690969, y:220.602946729534, z:-43.5720574444606>, C:Coordinate<x:-16.9959346906221, y:216.0, z:-52.3081083962335>> => Triangle<A:Coordinate<x:217, y:198, z:0.0>, B:Coordinate<x:218, y:203, z:0.0>, C:Coordinate<x:211, y:198, z:0.0>>
2023-11-25 21:57:13,383 logger       DEBUG    Triangle<A:Coordinate<x:3.36766747301154e-15, y:216.0, z:-55.0>, B:Coordinate<x:2.80522857902593e-15, y:220.602946729534, z:-45.81437243519>, C:Coordinate<x:-14.1574196690969, y:220.602946729534, z:-43.5720574444606>> => Triangle<A:Coordinate<x:217, y:198, z:0.0>, B:Coordinate<x:223, y:202, z:0.0>, C:Coordinate<x:218, y:203, z:0.0>>
